
1,19-19,0.7008014563210537,0.653652145128804,0,0
1,20-20,0.7377941652992006,0.32550478814136025,0,0
1,21-21,0.9752057078598738,0.3272942363026869,0,0
1,22-22,0.9807867621984487,0.37674373403020367,0,0
1,23-23,0.9987896105450523,0.37706339135906525,0,0
1,24-24,0.9636686429279762,0.5017107867558099,0,0
1,25-25,0.856800180848367,0.4121243929747724,0,0
1,26-26,0.9756552498393788,0.39221644356731916,0,0
1,27-27,0.9580693905993725,0.37466816712692097,0,0
2,19-19,0.48626271329952836,1.1004763672219962,0,0
2,20-20,0.988298442085845,0.17197678684143003,0,0
2,21-21,0.9808117129246698,0.2718512151966519,0,0
2,22-22,0.9125395077872926,0.22250955160005526,0,0
2,23-23,0.927116303295962,0.18605780199286123,0,0
2,24-24,0.8509044178067681,0.4614378656014636,0,0
2,25-25,0.9723139669186945,0.3925783080651628,0,0
2,26-26,0.7737499611941461,0.5821744886659473,0,0
2,27-27,0.808390630797164,0.3608153125460052,0,0
2,28-28,0.8692686367833827,0.38964858326879503,0,0
3,19-19,0.7386175767774843,0.564062845481439,0,0
3,20-20,0.8049292611194605,0.41561253671608833,0,0
3,21-21,0.9759190810067556,0.33302551240721245,0,0
3,22-22,0.864836805571555,0.30483302187645317,0,0
3,23-23,0.7573095437779527,0.4859337843105461,0,0
3,24-24,0.7652674009940265,0.38532686712677106,0,0
3,25-25,0.6508521337458791,0.6341345156477476,0,0
3,26-26,0.8222230777935364,0.39240720568544407,0,0
3,27-27,0.8387310333735902,0.4827872118080979,0,0
3,28-28,0.8166629342574416,0.5323746197634555,0,0
3,29-29,0.9664770729914088,0.2931657477474391,0,0
3,30-30,0.8774437673065022,0.3435880050074284,0,0
3,31-31,0.7499825809983403,0.3714725289181785,0,0
4,19-19,0.4133719043104212,0.8598087528690458,0,0
4,20-20,0.6451853376976582,0.5319161058791357,0,0
4,21-21,0.5217773972830348,0.7287780012209076,0,0
4,22-22,0.7441666049349079,0.5350676972914798,0,0
4,23-23,0.7891660857014124,0.5187396968522338,0,0
4,24-24,0.7169477589995645,1.2765738052362072,0,0
5,19-19,0.9980927572562134,0.29219739779191767,0,0
5,20-20,0.9411167343714109,0.5971009851329618,0,0
5,21-21,0.821336538028137,0.5225318343157983,0,0
5,22-22,0.7740968548334745,0.7177453131581777,0,0
5,23-23,0.9311793957696461,0.35577783840967914,0,0
6,19-19,0.8517760335459724,0.26473369031032296,0,0
6,20-20,0.7149451262607606,0.5415875541324878,0,0
6,21-21,0.5080360054994884,0.6253191956640347,0,0
6,22-22,0.7041601475663851,0.502594545702838,0,0
6,23-23,0.9107816083916831,0.26993655507180037,0,0
6,24-24,0.5869098636908844,0.5011116734100448,0,0
6,25-25,0.9247312195357974,0.26055633801373984,0,0
6,26-26,0.8004651562965344,0.45251708459200535,0,0
6,27-27,0.6063651546733962,0.46866975151068935,0,0
6,28-28,0.7883901041853332,0.36476494706323115,0,0
6,29-29,0.5418699578646449,1.3940961608918083,0,0
6,30-30,0.6693342291016005,0.4789461463801151,0,0
6,31-31,0.5336958257025622,0.9419794774328171,0,0
7,19-19,0.5475228607466409,1.066084575704747,0,0
7,20-20,0.8974286204903457,0.3651899170068706,0,0
7,21-21,0.920977529740632,0.28171513463159054,0,0
7,22-22,0.7735042419520687,0.49443606543445007,0,0
7,23-23,0.7216431363550934,0.5122156797043538,0,0
7,24-24,0.8805321465447142,0.3545040948771623,0,0
7,25-25,0.9314775497232393,0.22834976466529383,0,0
7,26-26,0.758940973105308,0.5962744456449666,0,0
7,27-27,0.9396692960240207,0.29332695171859713,0,0
7,28-28,0.9589093292378029,0.2593145391311079,0,0
